"user_id","company","title","industry","location","description","startdate","enddate"
"-1185323102370761484","-","Aurora-projekti / Master and handyman","","Kuusisto\, Finland","Kodinrakennusprojekti Kuusiston kauniiseen merimaisemaan. Haastava ja mielenkiintoinen hanke\, jossa hommat ei lopu hetkessä kesken. Loppusuoralla mennään ja valmista pitäisi tulla kesän aikana. #unelmakoti #raksa #kädetsavessa #uuttaoppiivauhdilla","2019-05-01","2020-11-01"
"-1190615471489644048","-","Journaliste - Rédactrice","","Toulouse\, France","Journaliste indépendante - Auteur Réalisation de hors-série thématique pour la presse et l'édition Jeunesse. Essentiellement chez Milan Presse.","2001-01-01","2006-12-01"
"-5691769751952340565",".","Principal Quality Engineer","","Reading\, United Kingdom","","2013-07-01","2015-03-01"
"8312706183745230576",".","Basel 2 PMO","","","","2006-10-01","2007-11-01"
"1096944709033832193","...","unemployed","","","","2003-11-01",""
"-6394992350249650907",".","اداريه","","","","",""
"-3576697167806231343","","Retired","","","","2020-04-01",""
"937627317091398810","....","Ammistrazione Risorse Umane\, Gestione Multe\, Recupero Crediti\, Sinistri Auto.","","Firenze\, Italy","Mansioni In autonomia Logistica Hr\, Screenig curricula\, Pratiche annunci con il Centro per l'impiego\, Malattie\, Report Dipendenti\, Report Ferie\, Scadenziario Patenti\, modulistica interna\, valutazione problematiche inerenti alla vita aziendale in materia HR\, Recupero Crediti e Pratiche Legali\, Gestione Multe Italiane ZTL e Ricorsi alla Polizia Municipale\, Gestione Multe a Stranieri in Lingua inglese\, Flusso informatico registrazioni ZTL\, Regolamentazioni ZTL\, Gestione dell’iter dei Sinistri Auto.","2018-10-01","2019-12-01"
"3030484188609277067","...","Senior Developer","","","","2011-04-01",""
"8202767354199283344","-","one man video house","","","one man video productions\, scenarios\, director\, editor company presentations\, theater festivals\, theater\, some arts projects\, low budget commercial work","1996-10-01","1999-01-01"
"955406160808455791","....","Self Employed","","","","2013-11-01",""
"4736585900380945749","???","????","","","","",""
"-4436607381485631654",".","Student Volunteer","","Lombok\, Indonesia","Our work ranged from","2013-09-01","2013-09-01"
"5086531909903645508",".","Parent au foyer","","","- Période pendant laquelle je me consacre à l'éducation de mes 3 fils. - Statut Artiste Peintre-Sculpteur. - Création et expositions de mes oeuvres. (Période pendant laquelle mes enfants sont scolarisés.) - Formation à l' Université paris X-Nanterre dans le métier de l'accompagnement analyse motivationnelle et analyse discursive.","1988-04-01","2004-01-01"
"-6636272164116691218","...","Entrepreneur","","","","",""
"5393071300076089073",".","Art Director","","","","2005-05-01",""
"697070325565814798",".","Desempleo","","","","",""
"6192370863639291917","...","...","","","","",""
"326805784349178048","....","......","","","","",""
"7389581116862456290","_","Consultant","","","Project Management Office","2010-05-01",""
"-3688516891868757101",".",".","","","","",""
"-4896805710530873627",".","Consultant","","","","2019-06-01",""
"3464888906061365309","-","Paternity Leave","","Helsinki\, Finland","We had 3 children in 3 years during 2017-2020 It was perfect time for me to stay home with the family. Quality time with the children :)","2018-06-01","2020-04-01"
"-6156366098701665534","•","Freelance Web Developer","","","","2013-02-01","2015-03-01"
"-7835978306125047026","","Sabbatical","","","","2016-01-01","2016-08-01"
"6009291859752004252",".","Department Head\, Program Management\, Engineering\, Innovation","","","","2010-01-01","2011-09-01"
"6665798809633287471",".","Ripetizioni di economia aziendale","","","","2018-11-01",""
"8531871948533948519",".","Vorsorgeexpertin","","","","2013-01-01",""
"-7732000061263420983","*","Im Ruhestand","","","","2018-01-01",""
"-3949327132763402699","-","لايوجد","","تبوك أملج السعودية","","2020-06-01",""
"-4749170854711753967","-","Maternity Leave","","","","2016-12-01","2018-04-01"
"-4861471916442697517","-","Design Project","","","","2017-01-01","2018-08-01"
"8046131453280446722",".","Independent Human Resources Consultant","","","Independent assignments supporting organisations and Teams on HR processes\, policy restructuring & facilitating Manager development training.","2018-06-01","2019-11-01"
"5906727238894872145","","Field Marketing Manager","","","","2019-01-01","2020-01-01"
"985083903554704304","....","Photographe Indépendant","","","","2003-01-01",""
"2037713947779724339","-","Voluntary work and projects for charity.","","Canberra\, Australia","Voluntary work and projects for charity.","2015-03-01","2016-04-01"
"-4210747446168892478","-","Maître compagnon","","Region de Paris\, France","","2002-01-01",""
"985274517653420425","","R&D Project manager","","","","2019-02-01",""
"2194861530149506825","-","Ingenieur Maschinenbau","","","","",""
"4338829735049808677","--","There is no","","","--1122","2020-01-01","2020-01-01"
"-5032249999182215122",".","Planned career break","","","","2017-03-01","2017-10-01"
"-6914887829338773050","?","?","","","","",""
"-7860486587215874497","...","Family break\, personal development and volunteering","","The Hague\, Netherlands","","2015-05-01","2018-08-01"
"-1777804165184978573","-","Sabbatical","","","","2011-06-01","2011-09-01"
"-8999362375256722901","-","Sabbatical","","","","2019-01-01","2020-02-01"
"8682549181820848932","-","Retired","","","Now only taking on occasional work. Involved with North Norfolk (Heritage) Railway.","2018-04-01",""
"-7820797680259111418","-","Freelance Designer\, stylist and illustrator","","Prague\, Czech Republic","Furniture\, product\, graphic designs\, Interior styling\, styling for interior magazines\, illustrations","2011-01-01",""
"-8733433677737359473","....","Law","","","","",""
"938481927810071403",".","IT Helpdesk Co-Ordinator","","","","2013-10-01",""
"7918686623785403161",".","cv","","","Censureret Udstilling 2004 Gimsinghoved\, Struer Film 2014 Kunst for Tiden 2012 Kunst for Tiden 2009 Medieskolen\, Viborg 2005 Medieskolen\, Viborg Bøger og Illustrationer 2007 Tillæg til Højskolesangbogen 2007 Julemateriale Global Connection 2004 Katalog\, Jensens Bureau 2002 Katalog\, Guldborg & Sand 2001 Viborg Amt Undervisningsmateriale Kunst undervisning 2009 Brøndby Kulturhus 2008 Brøndby Musikskole 2004 LOF\, Viborg 2003 LOF\, Viborg 2003 Vestre Skole\, Viborg 2002 Finderuphøj Skole\, Viborg Medlemskaber 2004 DBF 2003 Kunstnergruppe Babuska 2007- Kunstnergruppen Art2C Udstillinger i Gallerier og Kunstforeninger i Danmark\, Sverige og Norge","2000-01-01","2009-01-01"
"-4035491331092225299","------","Freelancer","","","Networkmarketing Marketing & Advertising","2009-04-01","2010-12-01"
"-225441468381050521","","En recherche d’opportunités","","Region de Toulouse\, France","","2018-10-01",""
"-8462093088220344315","-","Søger job som vagtmand","","","","",""
"6749191109409892604",".","Consultant","","","","2010-01-01",""
"-6577139013703785251","...","Freelance","","","Création d'une boutique on-line de jouets et objets vintage Mise en place d'une stratégie d'influence sur les réseaux sociaux\, développement de la notoriété on-line. Opération virale pour un site de ventes privées\, recrutement de blogueuses influentes","2012-04-01","2014-01-01"
"5186949159679283834","-","-","","","■ Numerous years experience in Project Preparation\, Feasibility studies for funding of projects\, Preparation of Terms of reference\, Technical Specifications\, Tender Preparation\, Tender Evaluation\, acceptance of goods\, Project implementation. ■ Extensive hands-on knowledge and experience of procurement under EU regulations (especially PRAG)\, Procurement of equipment and materials. Member of evaluation committees (tender evaluations) ■ Project planning and -implementation in the International Technical Cooperation","1978-01-01","2015-01-01"
"6841104373026481264","-","-","","","","",""
"8069273031722671460",".",".","","","","",""
"-6718434920559994487",".","تخصص ادارة اعمال","","","","2020-10-01","2020-10-01"
"-6545023141507756039","-","Pending","","Spain","","2016-05-01","2018-08-01"
"-2414252194767229860","-","Accompagnement familial","","","","2018-01-01","2019-02-01"
"-1312342465505845675",".","Jubilat","","Barcelona\, Spain","","2017-01-01",""
"-2160837150028240339","-","Clinical Fellow - Speech-Language Pathology","","","","2020-06-01",""
"-2425021783237512774","","Construction Manager","","","","2019-01-01",""
"6299847683940206497","...","Economist","","","Consultancy assignments included a global business review on behalf of a British tobacco manufacturer\, various projects in the international oil and gas sector\, and work funded by the World Bank in the Republic of Yemen. Also led research team at real estate advisers responsible for marketing Canary Wharf in London Docklands to the international financial services sector. Worked on several major corporate decentralisation projects from Central London including Barclays Bank (Coventry) and Lloyds TSB (Bristol\, Newport).","1985-09-01","1989-09-01"
"-2673736061420340810","...","Dans l'attente d'une opportunité","","","","2019-03-01",""
"-5075052262490120184","...","Assistant Manager","","","","2008-01-01","2011-01-01"
"-2334460562989870790","-","Independent Environment Consultant","","Cyprus","Independent environment consultant\, with 20 years of experience in nature conservation\, especially bird conservation\, EU policy and conservation NGOs. Expert in: EU Policy on biodiversity\, funding for conservation\, project development and coordination\, NGO strategic planning and governance.","2017-01-01",""
"4893998187656050282",".","Recherche poste ingénieur électronique","","","","2009-07-01",""
"-4025367202159327671",".",".","","","","",""
"-2947513263382436163","","Pondering the Future ?","","","","2020-07-01",""
"2087179263336279798",".","Senior Security Architect","","","","2020-06-01",""
"640675329639917104",".","Business Processes Training Consultant","","","Training Design and Delivery\, Training Needs Analysis (TNA)\, installs / upgrades\, implementations / rollouts\, support\, testing and evaluation. • ERP experience; 100+ courses designed and delivered\, covering Financials & SCM Business Manufacturing; Data Security\, Super User\, Reporting\, Ledger (M/C\, Assets\, Budget Commitments\, Allocations)\, Manufacturing (POP\, SOP \, Bank Rec\, Stock)\, Sales & Management overviews\, for Dynamics Navision\, SunSystems & Vision. • ‘Business Engagement & eLearning Lead’ - 6 month Dynamics Navision ERP implementation. • Managed 1 year EMEA ERP Upgrade implementation and UK rollout for SunSystems & Vision Ledger & Manufacturing. Success lead to APAC rollout. • Project managed\, 3 year ERP implementation and UK rollout using SunSystems & Vision Reporting. • Project managed 2 year UK & EMEA ERP implementation and rollout for SunSystems and Vision Accounting & Manufacturing. • Won a ERP Financials & Business contract with Malawi government after working with African partners to increase market via targeted product and sales training. • Training delivered in all formats incl. eLearning & Web • Training delivered in 15+ countries worldwide.","1984-01-01",""
"-263328435876312094","-","Freelance consultant and designer","","","Graphic and digital media design","1994-09-01","2020-09-01"
"2099427306077770087","....","فني كهرباء","","","","",""
"-8369387505795392661",".","engineer","","","","",""
"199741761240010640",".",".","","","","",""
"1308613105549595580","-","Sabbatical","","","Traveled & explored the beauty and cultures of Southeast Asia!","2016-12-01","2017-06-01"
"-6315206390928619388",".","Freelance Interior Designer","","","","2014-11-01","2016-02-01"
"-387150787612863380",".","Senior Administrator","","","","2006-09-01","2011-11-01"
"-6231659889232540836","....","ابحث عن عمل","","","","",""
"7874058094248245486","....","Dossierbeheerder fiduciaire","","","","2000-07-01","2004-09-01"
"2091238794034633933","\" \"","math analyst","","","09/2014-06/2016 Math analyst Project responsibility: • developed and implemented SMA (selective modal analysis) • modelling of power system stabilizer\, regulators and windmilk • power system analysis Technologies: C++\, Python\, Boost 12/2015-06/2016 Math analyst Project description: The developed mathematical model for product availability forecast (Retail) Responsibility: • time series analysis • developed and implemented model for product forecasting on day • developed and implemented model for product forecasting on week • recommender system Technologies: Python\, Pandas\, ski-learn 07/2013 - 07/2014 Math analyst Project description: The implemented mathematical models for management counterparty risk. Project responsibility: • counterparty risk management mathematical model • test automation • implement appropriate models • DSL Technologies: Python\, Boo\, C#\, SQL\, Oracle DB","2013-08-01","2016-05-01"
"-3633225988395144527","-","General Manager","","","Managing company in industrial insulation.","2005-10-01","2019-10-01"
"-4498041713981008913",".",".","","","","",""
"-3930464346212500674",".","Retired","","","","2017-05-01",""
"3206708961633019271",".",".","","","","",""
"-7371398551098104153","-","Informatiker","","","","2000-07-01","2003-01-01"
"-1259164820514487880","———","IT Programmer Analyst","","Riyadh\, Saudi Arabia","","2002-07-01","2012-12-01"
"6630062892247870467","-","Arts & Lifestyle Blogger","","","www.priyangill.wordpress.com","2014-08-01",""
"-6501220896989689582","-","On-Set dresser","","","Marsman TV serie;drama","2014-01-01","2014-01-01"
"7085552314850340888","-","Mathematics & Science Tutor","","Amersham\, United Kingdom","Teaching and mentoring pupils (ages 6-18) in mathematics and science and preparing them for external\, namely GCSE and A Level\, exams.","2005-09-01",""
"7014387130481438325","-","High End Home Electronics Installation Subcontractor","","Cape Cod\, MA","High End Home Electronics Installation","2018-02-01",""
"6245165916679418102",".","Store Manager","","","","",""
"-3962063352592201931","","Project Manager","","","","2004-09-01",""
"3279966551678500838","-","-","","","","2016-02-01",""
"36374340974966793","-","Villars-sur-Glâne","","","","",""
"6824726336084805553","-","Law","","","","2017-02-01",""
"6957046364128822530","-","Werkzoekende! Kraamverzorgster of Pedagogisch medewerker/ Begeleider in de kinderopvang. Deeltijds.","","Lommel\, Belgium","","2020-07-01",""
"7141158259293488059","_","obchodní činnost","","","","2008-01-01","2014-01-01"
"6721172676527166933",".",".","","Toronto\, ON","","2019-12-01","2019-12-01"
"-7375118486323906941","-","Salgskonsulent at Nelson Garden A/S","","","Starts september 1. 2011","2011-08-01","2012-05-01"
"-637839513070488917","***","***","","","","2012-04-01",""
"4289093920392533736",". . . .","Environmental Engineer -- various projects","","","HNTB; BLACK & VEATCH; SMITH & LOVELESS; ECODYNE CORP-INDUSTRIAL WASTE DIVISION; GILBERT-COMMONWEALTH; APT ENGINEERING; ENTECH ENGINEERING; MISC. ENGINEERING PROJECTS INCLUDING HISTORIC PRESERVATION PROJECT MANAGEMENT.","1970-01-01","2015-01-01"
"2669161559001191530","-","Médiatrice Culturelle","","Region de Paris\, France","> Ville de Courbevoie : Journées Européennes du Patrimoine (2016) > Ville de Courbevoie : Nuit des Musées (2016) > Parcours d'Art Contemporain Saint Germain des Près (2017) > Les Filles sur le Pont et le Festival Culture au Quai (2017) • Proposition d'une médiation adaptée aux différents publics • Gestion d'une équipe de médiateurs et des stocks d'approvisionnement • Aide à la régie et à la logistique des scènes et des œuvres • Évaluation de la fréquentation et de la satisfaction des visiteurs et des exposants","2016-01-01","2017-01-01"
"-8443107248782924373","-","Director of Post Production","","","- Conseil technique et artistique pour les clients\, suivi de la fabrication des programmes - Mise en place et suivi des workflows adaptés à chaque projet - Management\, coordination et planning des équipes de fabrication - Mise en œuvre des moyens techniques\, humains et organisationnels - Reporting","2015-02-01",""
"1069497195195870283","-","-","","","","2016-01-01",""
"2936996153263063797","-","Sabbatical and Training","","","International Certificated: 1) Business Development Manager\, incl. - Business analysis - Discover business segments and future business opportunities - Validation of sales opportunities - Change Management 2) Chief Digital Officer incl.: - Digital Business Innovaton - Marketing Intelligence - Media Law - PSM 1 - Leadership","2018-01-01","2019-12-01"
"4075329915799444717","---","Manager consultant Free Lance","","France","","2005-09-01","2007-12-01"
"4649886673630941936","..","Telecommunications Engineer","","","","2015-02-01","2017-05-01"
"-3129124056865345042","-","Sabbatical","","","","2017-09-01","2018-02-01"
"6425942807211390413","-","Freelance Architect","","London\, United Kingdom","","2016-05-01",""
"-8291119828355325880",".","Full Time Dad","","","Full time Dad to daughter (aged 1 at start)\, whilst also completing MSc in Health Economics (Part time)","2011-09-01","2013-07-01"
"-595969092370376125","*","Fachplaner / Bauleiter / Einkauf für die Gastronomie","","Berlin und Umgebung\, Deutschland","- ausgebildeter Koch - Fachplanung seid 1991 für Gastronomie sowie Systemgastronomie - Erstellung von Ausführungszeichnungen für alle Gewerke - Erstellung von Ausschreibungen - Schulung und Einweisung von Personal - Einkauf und Verhandlung mit Lieferanten - Bauleitung für Gastronomische Einrichtungen - langjährige Erfahrungen über Baumaßnahmen mit der Deutschen Bahn ( TBQ) -","1991-06-01","2018-02-01"
"8420812409317433645","-","Chi kung instructor","","Valencia\, Spain","Informal chi kung teaching to friends\, private classes\, and recently (since 2016) formal classes at the University of Valencia (Relajación y automasaje).","2012-01-01",""
"2320891501012544006","-","-","","","","1901-01-01","1902-01-01"
"-4035499094776096112","...","C","","","","2019-01-01",""
"6799238587524546901","---","Tourismusbranche","","","Reception\, F&B\, Service","1994-01-01","2000-01-01"
"-8888397655493025696","-","Unity Game Developer","","","","",""
"-1682830048203204126","_","cadd designer","","","","",""
"6470119773614156205","-","Freelance Tour guide","","Cairo\, Egypt","","2018-06-01",""
"-1168452040666228986","-","Student","","","","",""
"-1927541806340693189","","Production Planning Manager","","Yorkshire\, United Kingdom","","2006-11-01",""
"-4175151855044830582","","Freelance Video Editor","","Madrid\, Spain","","2019-03-01",""
"4599614060969904771","-","Private Tutor","","","Lessons in Mathematics\, Physics\, English\, Chemistry\, Ancient Greek and Latin to high school students.","1999-01-01","2005-01-01"
"-5679233228581898605","-","QM","","","","",""
"-7292940962702917001","‘","‘","","","","2019-01-01",""
"5737011742235064050","?","?","","","","",""
"-2508142486776369729","...","Windows System Administrator","","","","2019-08-01",""
"-161154295379059234","__","Freelance Graphic Designer","","","","2019-02-01",""
"-5942994088732033071","--","Electrical Engineer","","","","1980-01-01",""
"-4556038235135522534","-","Account Executive","","Madison\, WI","Employee Benefits Health Insurance","2006-03-01","2019-10-01"
"-6668787562508218463","..","Seller","","","","",""
"7064231501673175423","****","nachalnik smena GAZ zapravki kasir vzavodi","","","","2002-03-01","2011-09-01"
"4321927908594998444",".","Freelance Civil Consultant","","Cagliari\, Italy","","2002-02-01","2006-03-01"
"7687400370047174480","- -","Business Analyst","","","","2018-08-01",""
"-3257675239587807595","-","Currently seeking a new position","","","","2020-10-01",""
"-665051879567977030","----","Angestellt","","","","2003-12-01",""
"-1305839415045799077","...","Course Instructor","","","","",""
"-6467415021965794970",".","Freelance Grafiker","","","","1993-01-01","1999-01-01"
"4576808463913107250","-","Accountant/Auditor","","","","2006-01-01",""
"3477002362345995010",".","Accountant","","","","",""
"1979697353577194355","-","Responsable service transport","","Transport LABATUT","","2012-12-01",""
"-6012491670592109869","-","'The Goddess in Man'","","","","2014-06-01",""
"6998054182035009980",".","Auf der Suche nach einer neuen Herausforderung","","","","2019-06-01","2019-08-01"
"3684896341112180289","?","employee","","","","",""
"8249207631887054761","-","Parental Time","","Munchen und Umgebung\, Germany","","2015-11-01","2017-01-01"
"4110787072094720991","...","Looking for a new career challenge","","","","2015-12-01","2016-03-01"
"6929709063184275770","","Legal and General Counsel Consulting","","","Providing general counsel level legal consulting to Bay Area life science companies (medical device\, biotech). Working with early and mid-stage companies (private and public) who don’t yet have an internal legal team or want to supplement their senior executive team. Counseling on: corporate governance and compliance\, including preparation of applicable policies; M&A structuring and strategy\, including due diligence review and document review; contracts\, including review and revision; and SEC matters and filings\, including\, preparation\, review\, and revision of periodic reports and annual proxy statements.","2018-04-01","2019-10-01"
"-6137520402130929330","-","Architecte chef de projet","","","","2015-12-01","2016-11-01"
"-1345660277008062614","♥","finnace","","","","",""
"-8813517475006016315","..","..","","","","2008-05-01","2011-07-01"
"7825291913177215181","-","World trip / Weltreise","","","Traveling through South Africa\, Brasil\, Colombia\, Panama\, USA\, New Zealand\, Australia\, Indonesia\, Thailand and Singapore to experience the wealth of different cultures and enhance my surfing skills","2014-09-01","2015-06-01"
"2891044493069514698",".","Freelance Designer","","","","2019-01-01",""
"-3129652300666239995","-","Consultora independiente","","","","2013-01-01","2013-10-01"
"-8825280149099587627",".","Independent Filmmaker","","","","2015-01-01",""
"-5625620098351933245","_","Unternehmensberater","","Kempten (Allgau) und Umgebung\, Germany","","2019-01-01",""
"-1339747687084013117","-","-","","","","",""
"8508011890652692296","-","-","","","","",""
"-3424408447233222988","----------------","rentner","","","","",""
"8724855437527471278",".","Python Developer","","","","2018-11-01","2020-02-01"
"-7524818782084683139","-","Senior Accountant","","Cloche d'Or\, Luxembourg","","2017-11-01",""
"-4517374519562217411","-","Planned Career Break","","","","2014-03-01","2014-07-01"
"-6071638547905463755","—","Digital Brand and Content manager","","","","2020-01-01",""
"2052936349313821719","--","-","","","","",""
"-6302925480423962929","*","*","","","","2014-01-01","2014-01-01"
"7540930776577793334",".","Fine Art Consultant; Collection Research and Documentation.","","","","2016-06-01",""
"5811936701356196586","-","Career Break","","","","2010-10-01","2011-10-01"
"-5497561422940612308","-","Pensioner\, have left GE and have been in early retirement since August 2019.","","","","2020-10-01","2020-10-01"
"1097104195967383183","...","...","","","","2014-01-01",""
"7673695110704357154",".","Private Tutor","","Region de Toulouse\, France","Dispenser des cours à des élèves du lycée: -Suivi de leurs progrès académiques; -Accompagnement tout au long de l’année scolaire; -Activités parascolaires.","2011-01-01","2014-01-01"
"5251488261125451542",".","Nestle","","","","2010-01-01","2012-04-01"
"-6667605997839903220","-","Desarrollador de software sénior","","Málaga\, Spain","Desarrollo de aplicaciones para toma de datos y replanteos con receptores GNSS Desarrollo de aplicaciones para toma de datos en túneles con estaciones totales Desarrollo de aplicaciones de proceso de datos tomados en túnel para herramientas CAD Desarrollo de controladores para receptores GNSS y estaciones totales Desarrollo de controladores para módems \"Hayes-compatibles\"","2001-01-01",""
"-8534040830903436855","-",".","","","","2011-01-01",""
"1985186343257500192","---","Interior designer","","","","",""
"-3186522714706850134","-","مسؤول موارد بشرية","","الرياض السعودية","","2018-09-01",""
"783966712111976944","-","Team Leader","","","","2015-08-01","2017-03-01"
"2062718770923415662",".","HR Consultant","","","Key Deliverables: • Handling end to end recruitment\, which involves the entire process from sourcing the resume to getting the candidate onboard. • Interacting with the Clients. • Understanding the requirement\, sourcing and screening of the resumes as per the requirements sent by the team lead. • Talking and motivating the potential candidates to apply. • Check the candidate's expectations on the salary range and match with the range recommended by the company. • Schedule short listed candidates Technical interviews and Client interviews • Follow up with the candidate post selection and schedule for the HR round. • Regular interaction with client to schedule different levels of interviews with candidate • Releasing the Offer after clearance from the HR round. • Conducting reference checks (If required) and submitting the essential documents required for the process from the candidate. • Ensure the candidate is on-board on the committed date by frequent follow-up with the candidate. • To maintain the database Clientele: NIIT\,Tech Mahindra\, Fiserv Global Services\, IBM (GBS\, ITD\, AOD)\, Logica","2006-04-01","2010-02-01"
"-246343797226961995","...","Chef opérateur du son","","","","1995-01-01","2019-01-01"
"-5778833422912721452",".","Gestão de obra civil","","","Controle financeiro\, compra de materiais\, delegação de tarefas e report para líderes.","2019-01-01","2019-11-01"
"4583009690920852099","****","Civil Engineer","","","","",""
"-4651084102476011547","?","kdjfklsdjfklsd","","","","",""
"-3330303593758638015","-","Orateur - Formateur","","","-DIU Pathologies du football Pierre Rochcongar - Prise en charge des lésions musculaires -DU Evaluation et préparation physique - Méthodologie de l'épidémiologie -Sport Performance Summit - The use of isokinetic devices for rehabilitation -Rencontres isocinétiques de l'Hôpital Rothschild - Isocinétisme et football -Formation Isocinétisme et Sport (Clairefontaine - France) Prise en charge des lésions IJ -International Surgery Sport Medicine & Physiotherapy Congress (Champoluc - Italie) Intérêts de l'accéléromètre/GPS dans la réathlétisation -Réathlétisation après ligamentoplastie du LCAE (Mondorf - Luxembourg)","2008-01-01",""
"9044456117045115403","_","UX-researcher","","Moscow\, Russia","","2018-07-01",""
"-1544894466426819355","-","Private teacher","","Granada\, Spain","Private tutoring for students from 1st ESO to 2nd BACH. I developed differents skills like the capicity to transmit any idea to anyone.","2016-09-01","2018-08-01"
"-5616632864269651386","-","Assistant Stylist","","","Styling Assistant to Elle Korhaliller on a shoot with actress Ella Purnell. Photographer - Jessie Craig.","2010-10-01","2010-10-01"
"-9191487452113182562","-","Independent Contractor","","","Data analysis utilizing SPSS\, Excel and SQL(basic)- I took survey data\, cleaned it\, coded it and used various tools such as pivots\, Anova\, T-test and other analytic tools. After the analysis was done I wrote a report on my findings. Data visualization (Charts and graphs)- After an analysis is done I use the data to create visually appealing ways to understand the data. Teacher’s Aide – grading college essays and projects – managing Blackboard posts Market & Business plan writing","2016-07-01",""
"8590014180898758979",".",".","","","","2016-07-01",""
"5917057477026788217","","F&B Development","","London\, United Kingdom","Concept Development","2019-05-01",""
"3535161974667013714","-","-","","","","",""
"-3946022982666676119","-","Prior Experiences","","","","1993-07-01","2011-05-01"
"-6970828809215201085",".","Mortgage Loan Processor","","Illinois\, United States","","2020-08-01",""
"-1505932337742802553",".","Avaya Lead Deployment engineer","","","","2020-10-01",""
"-8764040667299816264","------","Maestro en Primaria","","","","",""
"-2663613070702562997","...","Einzelhandelskauffrau für Uhren\, Schmuck und Juwelen","","","","1985-01-01","2004-01-01"
"4944227419958553698","..","..","","","","",""
"7566945583031329345",".",".","","","","1990-01-01",""
"8382089199423956121",".","Mechanical Engineering Estimator","","","","2014-09-01","2014-11-01"
"-1277293965986286208","-","Commissaire enquêtrice","","Bordeaux\, France","Conduite d'enquêtes publiques (prise de connaissance du dossier\, contrôle du respect des obligations réglementaires\, rencontre avec le maître d'ouvrage\, réception du public dans le cadre des permanences\, rédaction du rapport d'enquête publique avec avis motivé).","2016-01-01",""
"6767028502151378563","**********","*******","","","","",""
"8170221561431405207","....","PA/Office Manager","","","","2007-02-01","2013-04-01"
"-7878193154203230472","*","Freelance Translator","","","SERVICES; Translation\, Editing/proofreading\, Website localization\, Software localization\, Project management LANGUAGES: English\, Russian\, Armenian NATIVE IN: Armenian (Variant: Eastern)\, Russian SPECIALIZE IN: IT (Information Technology)\, Law\, Medicine and more SOFTWARE: SDL Trados Studio 2015\, Memsource\, Translation Workspace\, GTT\, Polyglot\, Leaf","2002-08-01",""
"426680488764662728","—-","Busqueda de empleo activa","","","","2018-04-01",""
"5636410097706812499","...","En reconversion","","","Relation d'aide","2017-07-01","2019-10-01"
"-8008985142647118842","(*******)","Senior Support Worker","","Leeds\, United Kingdom","I am currently in a Senior role working with young people in Semi Independent Living. I supervise and support nine staff in a residential setting providing the tools and skills which enable young people live independently when they move on.","2016-06-01",""
"8155565605437731951","-","Career Break","","","For further details please feel free to contact me.","2017-12-01","2018-05-01"
"-1760188288952759394",".",".","","","","",""
"2836605176660501324","---","Self employed","","","","2007-06-01",""
"-6119814312347119486","-","Freelance Translator/Interpretor","","Bournemouth\, United Kingdom","During this period\, I was working as a freelance translator (Spanish-English and English-Spanish). This included a major translation project for a private client. I also completed a contract assignment for the London-based agency Pasos Consulteria\, which involved the translation of a semi-autobiographical novel by a published author from Spanish to English\, in addition to extensive proof-reading and editing.","2017-11-01","2018-11-01"
"7339834742971822478",".",".","","","","",""
"-1670084889120043132","_____________","Software Developer","","","","2016-10-01",""
"-6675476024732397941","—","Retired","","","","2020-04-01",""
"-681015359922670783","——","——","","","","2020-02-01","2020-02-01"
"8858937327671363689","...","En poste (secteur : Construction maritime ou industrielle)","","","","2017-12-01",""
"7457682220833049229","","Conducteur de travaux Plomberie","","","","2012-05-01","2019-05-01"
"6298115476865976968","-","Informaticien","","","","",""
"-7306199238730397098","-","Maternity Leave","","","","2013-06-01","2014-05-01"
"662400308701050493","..","Literacy Tutor","","East London Health Trust","Accredited City & Guilds literacy classes\, from Entry Level 1 to Level 2\, for Health Trust staff . Classes funded partly through Train to Gain. Total of 41 students achieving 93% pass rate. Many learners progressed to a higher level over the course of one year. Lambeth Adult Learning Services - non-accredited Literacy classes funded by community learning. Two cohorts with learners from Pre-Entry to Entry Level 2.","2009-01-01","2010-07-01"
"-6609811689931684131","-","Psychotherapeutin in Ausbildung unter Supervision","","","","2020-04-01",""
"8495527165706368731",".","IT Consultant","","","","2015-01-01",""
"8952621199536897008","--","ER Coder - Professional and Facility Side -","","Maryland","","2007-01-01","2015-04-01"
"-5666325082919661307","","gerente","","","","",""
"-1363026349679366033","-","Retired","","","","2019-12-01",""
"-2910340412685807755","-","-","","","","",""
"6835897150244697379","-","--","","","","2019-10-01",""
"5176148987829276587","-","Trabajador social","","","","",""
"3614256162863259482","-","Geschäftsleiter","","Zurich Area\, Switzerland","","2015-03-01","2020-03-01"
"-6614428856796772882","--","Desempleado","","Sevilla\, Spain","","2019-12-01","2020-01-01"
"-3550965116916221178","??","Retired","","","","",""
"-523818671611190540","-","-","","","","",""
"6324546545569438031","-","-","","","","",""
"7453207594917747915",".","Facteur","","","","2019-01-01","2019-01-01"
"-441357875011014398","-","1er Assistant Réalisateur","","Paris\, France","Clip Le Temps D'une Nuit - Tortoz par Thomas Cadoux","2018-01-01","2018-01-01"
"3897248468930280636","!","Directeur","","","","2019-05-01",""
"-5447644905645678943","-","Jobsøgende","","","","2016-03-01","2016-06-01"
"-6892700781926406457","-","Private Tutor","","","","2016-09-01","2018-08-01"
"8411244966684302341",".","Barsel","","","","2016-01-01","2017-01-01"
