"user_id","company","title","industry","location","description","startdate","enddate"
"-8984310166533701067","-","Restaurant Manager","","","","2018-01-01","2018-01-01"
"-4629890764076457491","---","Ärztin","","","","2010-03-01",""
"5520918795883110363",".","Part Time Independent Consultant \"alpha sights.com\"​ & \"Gerson Lehrman Group - glggroup.com\"","","","Sabbatical: - Part Time Independent Consultant \"alpha sights.com\"​ & \"Gerson Lehrman Group - glggroup.com\"​ - Start of Projection \"School Building Project in Bolivia / South America\"​ - Vocational Education & Trainings","2013-09-01","2014-01-01"
"7869227230805253055","","Camarero","","","","2015-06-01","2015-08-01"
"-5373661568404350637",".","HR Freelancer","","Bangalore\, India","","2016-04-01",""
"7574920733087289838",".","Sabbatical","","","At some point\, even the most passionate and dedicated professional needs to reevaluate his career. I’ve taken this time off to deep dive into my purpose at work and in life. Couldn’t be happier to have had the chance to do it and to cement my passion for creating value through brands.","2019-07-01","2019-12-01"
"-7045964378840023536","-","-","","","-","1900-01-01","1900-01-01"
"878125041660401450",".","Payroll Specialist","","Salo\, Finland","","2018-04-01","2018-08-01"
"-3359181800989236373","----","dipl. ing.","","","","",""
"6271235007934984801","-","Supply teacher","","London\, United Kingdom","","2015-09-01",""
"-3063764137290596354","'","Business Manager\, R&D Manager\, Customer Service Manager\, Product Engineering Manager","","","","1981-01-01","2007-01-01"
"-7737000373937107834","--","Looking for new interesting challenges","","","","2020-04-01",""
"4482516079311611139",".","Sabbatical","","","","2017-06-01","2017-11-01"
"-2270299204179144078","**","Independent Scholar","","","Independent research and writing. Educational consulting.","2013-09-01",""
"6165361374335169867","","Career break","","South America | France","","2017-11-01",""
"1075553229005330521","-","tap dance workshops in Belgium: initiation\, latino tap\,...","","Brussels\, Belgium","","2010-11-01","2013-01-01"
"-2303365554829224717","-","Currently looking for new challenges","","Hauptstrasse 87/2\, Austria","","2015-09-01","2015-11-01"
"-1373734599632818625","-","Currently looking for a Junior UX/interaction position","","Barcelona\, Spain","","2020-06-01","2020-10-01"
"-3753364823375793165","-","Profesor de clases particulares","","","– Trabajo de tiempos libres – Cursos: Matemática\, Física\, Historia y Lenguaje – Alumnos de la Escuela Pre Universitaria de la Universidad de Lima – Alumnos de Primer y Segundo Ciclo de la Universidad de Lima – Alumnos de los colegios Nuestra señora del Carmen y San Ignacio de Rescalde.","2016-01-01",""
"-4438986632333251522",".","Photographer","","","","",""
"-3702346524608293160","","Group Manager - Strategy\, Business Development\, IT","","","","2012-01-01","2016-01-01"
"-8849385053382899686",".","Mediengestalter","","","","",""
"1435568257712041883","-","Familienphase / Sabbatical","","","","2017-06-01","2018-09-01"
"8733477848185103489",".","Respite","","","","2011-01-01",""
"-4019377968074869056","","Research & Publications","","","Research & Publications •Parhizkar\,A; Kalantar\,K; Eftekhari\,A;Mousavi\,Y; “Investigating the Role of E-Services on the Municipal Services by Considering Moderating Effect of Citizens’ Traits on the E-Service Usage: The Case Of Zone Sixth In Tehran.”\, Modarress Human Science\, NO3 \, Page 21\, 2010. • Mousavi\,Y; Kalantar\,K; “Developing a Model to explain the Impact of ICT on Public Service Location Planning”\, PhD Dissertation\, Tarbiat Modarrest University\, 2008. • Kalantar\,K; Parhizkar\,A; “Exploring the Impact of Information and Communication Technology on Municipal Service Delivery ”\, National Conference of Improving Urban Environment\"\, Tehran\, Iran\, 2006.","2006-01-01","2010-10-01"
"-935673808118168389",".","Store Manager","","","","2014-02-01",""
"1994790354450379301","_","Disponível","","","","2020-10-01",""
"4128786582559697976","--","--","","","","",""
"-8998630174879716272","-","Vastgoedmakelaar - Syndicus","","","","2018-10-01",""
"8100189351562881926","...","..","","","","",""
"-8002992415537385159","-","Studio Manager","","","","2018-08-01",""
"8874058501235235484","_","Fiction Writer","","","Science Fiction\, Fantasy and Horror. A rough summary of my published work can be found here: http://www.nellygeraldine.com/p/bibliography.html","2011-01-01",""
"2893030273367320423","-","Protocol Consultant","","","","2019-12-01",""
"1237341557621127367","..","ESOL/EFL/CELTA training","","Glasgow\, United Kingdom","","2017-01-01","2017-01-01"
"128859149150635486",">","<","","","","",""
"8137412162679318948","!@$#%&*(+)","LORD OF CHAOS","","","Yes\, I have a past ....... some that I'll talk about\, and some that I'd rather not. And you ?","1940-04-01","2010-03-01"
"-6338595833091776038","___","___","","","","2019-01-01",""
"-6879760686038101244","-","Independent HR Consultant","","","","2014-01-01",""
"-2255948480964640707","\,","Telecommunications Engineer","","Shiraz\, Iran","","2017-01-01",""
"-910565802938774487","-","Quality and Regulatory Affairs Manager","","Region de Toulouse\, France","","2014-03-01","2014-05-01"
"-9145403126972167123","****","Technical Project Manager / ingénieure","","","","2019-09-01",""
"7259173791369928195","-","Tietokirjoittaja","","","Kirjoitan yleistajuista tietokirjaa geenimuunnelluista ruokakasveista työnimellä \"Apua\, ruoassani on geenejä!\". Suomen tietokirjailijat ry ja Tiedonjulkistamisen neuvottelukunta ovat myöntäneet minulle apurahan työskentelyyn.","2019-10-01",""
"719630786874613617","-","DevOps Engineer / SRE","","Taguig\, Philippines","- vCloudDirector - Centos - Php - MSSQL - GitlabCI - Jenkins - Fabric - SonarQube - Katalon - bits of C\, C#\, Python - Docker - Confluence","2020-08-01",""
"3688202410568249874",".","Retraite Durée Indéterminée","","Region de Paris\, France","","2014-04-01",""
"1199389053486084763",".....","National Business Development Manager","","","","2018-01-01","2019-05-01"
"4982899750282720703","...","The Devil's Minion","","","","1966-01-01","1966-01-01"
"6745066909400125505","........................................","dressmaker","","","","2007-12-01",""
"-7494274094319475924","","Formerly Director of Operations","","","","2018-12-01",""
"-743486083827979250","-","-","","","","2020-10-01",""
"2541848755691625867","-","Technik Bezpečnostní agentury","","","","",""
"-4262753720912601073","-","Heating engr","","","","",""
"-2887743924202565898","-","-","","","","1970-01-01","2019-01-01"
"2158660010723653820",".","Self Employed","","","","2017-09-01",""
"8815523148524536247","????????????????????????????","developpeur","","","","",""
"-2317617321082905596","_","Freelancer","","","Projektierung Hausbrauerei inkl. Abfüllung Kroatien Projektierung Medizintourismus Consulting Kleinunternehmen","2015-06-01",""
"7156735761062886150","-","Wirausaha kuliner & used Car","","Jakarta Raya\, Indonesia","","1986-01-01",""
"-6689993256759631392","...","Client Services Officer","","","","2019-09-01",""
"458665760740501536",".",".","","","","2014-09-01","2014-09-01"
"-6474900603593689664","-","-","","","","1981-01-01",""
"-8060205552706128838",".","Information Security Technologist","","","","2018-12-01",""
"-9003543779740722098",".",".","","","","",""
"-5259087743308430434","_","(Sabbatical)","","Dubai\, Hong Kong","Traveled around the world with my young family while working on a passion project in Scala using OpenCV and machine learning.","2016-06-01","2017-06-01"
"640675329639917104",".","Employment History","","","• Independent Contractor (15 Years+); Project\, Account Manager\, L&D\, IT Applications Products Trainer • Infor / Systems Union (7 years) Manager IT Training\, Senior Trainer & IT Consultant • Hewitt Associates / Bacon & Woodrow (1 Year); Manager: Purchasing Department • British Airways (1 year); Trainer: Networks\, Applications and IT Support • British Telecommunications (5 years); Manager: Engineering Projects Team • DEFRA Department for Environment\, Food & Rural Affairs (5 years); Confidential Projects Team","1984-01-01",""
"1700019403039409461","-","-","","","","",""
"-4983132438686638917",".",".","","Barcelona\, Spain","","1982-06-01","1983-11-01"
"-9089259524935365496",".","Corporate Business Support Officer","","London\, United Kingdom","• Processing of file requested by claimants and third parties. • Collating statistics\, monitoring and recording Issues. • Diary Management\, Booking appointments. • Providing customer Service duties • Pre-assessing of housing benefits claims\, council tax benefits claims and housing register • Processing of cheques for council tax\, business rates\, housing benefits and other departments. • Processing of correspondence letters generated by home workers via Comino/Civica. • Scanning and indexing/profiling documents using document management systems. • Processing large correspondences using mail merge. • Processing cheques.","2016-06-01",""
"5334688620825817940",".","Consultor de Gestión Financiera de PYMES","","Sevilla\, Spain","Experiencia de más de 10 años en Dirección Banca de Empresas y más de 5 años en Reestructuraciones Financieras","2013-01-01",""
"-34802288084825824",".","looking for new challenges","","","","2017-08-01",""
"-445907217623070695","-","English Tutor","","Toulouse\, France","Tutor for students\, focusing on English and Law.","2018-11-01","2019-12-01"
"-854841584350998110","-","Independent Trader","","Gloucester\, United Kingdom","After graduating from university and attaining my PGCE I spent 2 years developing my own VBA investment model with trading utilities in Microsoft Excel to assist with running my own investment portfolio of stocks and shares. • Investment model Run from a desktop icon\, this model takes various information from the FTSE 100 companies. This information is then run through a series of investment indicators\, e.g. correlations\, RSI's\, support/resistance levels\, EWT\, etc\, that then priorities the potential investment opportunity for each company. • Trading utilities These are various analysis tools created to be used during trading hours to monitor movements for selected companies from the aforementioned investment model. Taking real time values to provide both graphical representation and mathematical indication for potential low risk investment\, e.g. WMA's\, %b indicators etc.","2009-07-01","2011-07-01"
"-8997660018986344752","-","Chrysalis Fund- advisory board","","","","2012-01-01","2017-01-01"
"-1718581293645008266","/","Enseignant","","","","",""
"-8735189189282654305","...","Looking for new opportunitues","","","","2019-06-01",""
"2579368032441253491","..","..","","","","2020-02-01","2020-02-01"
"-5057469730815818597","/","Ilustrador/diseñador/animador 2D","","","","",""
"7808646914250892545",".",".","","","","",""
"-6995601887770859920",".","Dramaturg\, Senarist\, Metin-Reklam Yazarı","","","","2008-09-01",""
"8814136800321211626",".","Freelance","","","","1995-01-01",""
"1067027279264158615","........",".......","","","","",""
"2242110101560990500","-","Manuscript research and writing","","United Kingdom","Research and completed writing a manuscript (unpublished)\, on Dive and Snorkel Sites book (200 pages\, images\, maps\, and site diagrams\, plus contents\, indices (sites\, common marine life).","2011-07-01","2012-08-01"
"-3494812182940055760","///////////////","gepensioneerd mijnwerker","","","","",""
"-6347253660735592363","-","-","","","","",""
"-4964524456647517997","","Payroll Team Lead India & UAE","","","","2007-02-01",""
"-4978204206153061325","...","Bien-être","","","","",""
"8721834307953121485","...","Self Employed","","","","",""
"7073815317489645433","-","Freelancer","","Bonn\, Germany","- Freelancer for scientific illustration\, graphic and web desgin - Freelancer for translation (English<->Chinese) for NGO organization and Translation service","2014-10-01","2016-10-01"
"-6336816394147958779",".","Ayudante de producción","","","Ayudante de producción del videoclip \"Tierra postapocalíptica\".","2013-10-01","2013-10-01"
"-7981444210969226225","..","Social Media Specialist","","","","2019-08-01",""
"8822961420450048733","/","illustratrice","","","","",""
"-6376575751201251434",".","Formulation and Development Manager","","","","2007-01-01",""
"2903148091814329895","********","SAP HCM Functional Consultant","","","Involved in implementation and support Projects. Excellent at understanding the business requirements of the customer\, translating them into functional customizations and coordinating with the Technical team. Expertise in Organizational Management\, Personnel Administration\, Time Management & Payroll. Good Knowledge on ASAP methodology and analyzing AS IS & TO BE status of client generating reports","2018-04-01",""
"2017116238953582096","-","COACH PROFESSIONNEL et PERSONNEL","","Ile de France pour les seances en face a face et France entiere par telephone","- Résolution de problème - Performance - Management - Leadership Contacter un coach certifié RNCP (formation Linkup Coaching) ! Vous souhaitez - Gérer vos émotions\, le stress\, et les situations difficiles - Améliorer votre communication - Gérer votre temps - Développer votre potentiel Je vous propose un accompagnement sur 8 à 10 séances en face à face (sur l'Ile de France) ou par téléphone (France - Francophonie). Cette relation d'aide sera matérialisée par un contrat écrit que je vous ferais parvenir après une première entrevue sans engagement. Le code de déontologie que j'applique vous assure de bénéficier de la plus stricte confidentialité\, d'une écoute bienveillante sans jugement et de la mise en oeuvre de moyens adéquats ( Approche Systémique\, PNL\, Analyse Transactionnelle...) pour vous aider à atteindre vos objectifs. Coût sur devis","2014-01-01",""
"4155748244742325197","-","Summer and part-time jobs","","Helsinki\, Finland","• 2/2009 - 7/2012 - Security Guard\, G4S security services • 8/2012 - 1/2013 - Promotion Point\, Sales Promoter • 1/2008 - 5/2008 - Pirkanmaan Perheravintolat Oy (McDonald's)\, Burger flipper and counter • 5/2007 - 7/2007 - Warehouse worker/KanBan planning\, Parker Hannifin • 3/2006 - 8/2006 - Warehouse worker\, Loval Oy • 5/2005 - 8/2005 - Warehouse worker\, Loval Oy","2005-05-01","2005-07-01"
"2481914253633238204","-","-","","","","2000-01-01","2000-01-01"
"6529347966327992301","----","Assistant","","","","2008-02-01",""
"-2110696511689740471","-","Manager","","","","2006-06-01","2009-07-01"
"-6294380889426569656","-","Looking for my next professional home","","","I am an HR professional and a pragmatic lawyer specialized in labour law & collective agreements. I have a proven track record both of consulting and training the management and superiors in those areas. I am no stranger either to business strategy work and establishing a new business area or the everyday operative work in HR. My experience runs from recruiting processes to co-operation negotiations\, from employer branding to authority and trade union relations\, as well as management team work including company strategy update and founding a new business area. I also have some knowledge of project management\, occupational safety & health issues as well as HR coaching. Having worked for both small and major Finnish companies and co-operations I have seen the diversity of organizations and their need for HR services. In my positions of trust (both professional and civil life interests) I have gathered experience in change management\, planning and execution of the purpose of the association or foundation as well as public relations and communications as the chair or a member of the board.","2020-05-01",""
"-672877974516037780","__","I am asked these three questions most often:","","","1.) What do I do? I orchestrate change. Just as an orchestra conductor works with individual musicians\, sections\, and the whole orchestra to bring them all together to improve performance\, I work with people\, teams\, and organizations to help them break free from the self-limiting beliefs and ineffective behaviors that keep them from reaching their full potential and magnifying their professional and personal effectiveness. 2.) How do I do it? When you work with me you get three things: a guide\, a catalyst\, and a partner. First\, you get a deeply experienced guide who not only has successfully coached dozens of teams\, but who has 30+ years of corporate experience in many different industries. I've been where you are – from the cubicle to the boardroom. Having a guide that understands the entire terrain of the journey is a tremendous advantage. Second\, you get a catalyst for the change you are seeking. In nature nothing changes without a catalyst. Transformational change is about working with individuals and teams\, educating\, guiding\, and influencing so that we can unlock their potential\, empowering them to be the change that they want and the organization needs. Third\, you get an open and honest partner who will walk this path beside you - one who listens to your unique concerns and who works with you to co-create a solution that is tailored for your particular situation. Having and experienced guide\, a persistent catalyst\, and a pragmatic partner provides you with a powerful advantage on this transformational journey. 3.) Why do I do it? We must escape the limited Industrial Age thinking and advance to Information Age thinking. We need everyone contributing at their best. Empowering people to realize their highest potential is critical for us all to thrive.","1998-01-01",""
"-2240245141443374077","-","Freischaffender Musiker","","","...mehr Infos zu aktuellen Projekten\, Auftritten und sonstige Infos gibt es unter: www.jacob-przemus.de","2007-01-01",""
"2813642305153747788",".","Photographer","","","I specialise in wedding\, portrait and event photography.","2006-08-01",""
"-5555980916176798684","-","Full time MBA Student at the University of Durham","","","Successfully completed the full-time MBA at Durham Business School\, being awarded an MBA with Merit\, graduating within the top 10% of my class and being awarded membership to Beta Gamma Sigma\, the international honours society. Recipient of a Durham Business School Academic Scholarship. Distinctions achieved in the following modules: Business Economics Finance Modelling & Analysis Small Business Management International Enterprise [conducting a feasibility study for a Sri Lankan cinnamon producer looking to pursue Fair Trade accreditation] Merits achieved in remaining modules: Strategic Management HR Operations & Marketing Leadership Entrepreneurship Strategic Marketing Summer business project/dissertation conducted with Entrust relating to the Informal Venture Capital market (fuller details provided in the section above).","2010-08-01","2011-09-01"
"6748609496448823927",".","Advogada","","Florianopolis e Regiao\, Brazil","","2014-01-01",""
"-8790218553457387398","-","engineer","","","","",""
"7821912361280889389","-","-","","","","2018-02-01",""
"-7348520963031678451","-","Scrum Master","","Dusseldorf & Niederrhein","","2016-06-01",""
"-6617362971373044037","~","Freelance","","Málaga\, Spain","https://www.cash1.org","2003-01-01","2005-04-01"
"-9138401544750361530","___","Looking for a new challenge as Buyer/Junior Buyer/Sales Executive","","","","2020-03-01",""
"7609138512511079797","----","directora","","","","",""
"5121196390089871175","-","Independent Advisor","","","Business planning\, strategy\, market launches\, fundraising\, financial modeling and planning\, venture capital advisory. Selected projects: - Market launch for European e-scooter sharing company - Business planning and financial modeling for major hypercar maker - Fundraising support to early-stage startups from Italy\, Switzerland\, Israel\, U.S. - Advisory to major Italian venture capital fund - M&A support\, e-mobility strategy and new brand launch for electric utility - Fundraising\, launch and general management support to U.S. startup in the media space - Business and financial planning for Israeli startup in the medical cannabis space","2018-11-01","2020-05-01"
"6081477835309644111","-","-","","","","2005-05-01",""
"-9139175449138377178","-","On Leave // Sabbatical","","","","2017-12-01","2018-06-01"
"2801365675473806525",".","Director of Marketing and Business Development","","Birmingham\, AL","","2013-01-01","2013-12-01"
"8755834883998814785","........","No current position","","","","",""
"9059209423965108858","--------------------","gepensioneerd","","","","",""
"-1602628556828098535",".",".","","","","2017-12-01",""
"8988990651625583899","-","IT-Systemadministrator","","","","",""
"-9089259524935365496",".","Event Coordinator","","London\, United Kingdom","• Preparing and distributing event information and transport schedules to internal and external stakeholders. • Drafting and issuing duty management rotas. • Managing the customer complaints system\, logging and responding to complaints in liaison with the relevant managers. • Co-coordinating staff inductions and training and maintaining training records. Event Duties: • Act as customer’s one point of contact for all venue planning activities for allocated events. • Support other team members on events a required. • Maximising additional sales opportunities after the contract has been completed. • Working with catering mangers throughout the event to maximise opportunities for the venue caterers and ensure compliance with the venue’s catering strategy. • Maintain a working file on assigned events to include business reports\, emails and meeting notes. Health and Safety Responsibilities: • Wear PPE as appropriate and ensure it is kept in good conditions. • Ensuring that organisers carry out risk assessment for each event and for any work activities giving rise to signification risk. • Complying with the company health and safety policy.","2015-09-01",""
"6252449744457644914",".","FREELANCE","","","","2012-11-01",""
"-6385730198757497696","-","Retired","","","","",""
"2740879307832393050","-","Freelancer","","","","2020-01-01",""
"-6224307874991886966","..","Registered Nurse","","Al-Riyadh Governorate\, Saudi Arabia","","2019-08-01",""
"-2486136379677674411",".",".","","","","2017-01-01",""
"-53970094583338172","......","printer","","","","",""
"-4629781934514337282","---","Teaching Expirience","","Greece","Several hours (1000+) of teaching experience in all levels of education. List is available upon request.","2000-01-01","2000-01-01"
"5516991400409943845","---","New Placement","","","","2019-07-01","2019-09-01"
"-1819172901955889984","...","Looking for the next challenge","","","A very experienced and innovative SC cleared Senior Executive with over 30 years in a variety of challenging roles and technical environments.","2020-09-01",""
"3829501110416696785","..","Auto-entrepreneur en Webmastering","","","","2010-06-01","2012-06-01"
"-7777085636866956186",".","Looking for my next opportunity","","","","2020-09-01","2020-10-01"
"6373424959080160301","-","Marketingassistent","","Hamburg und Umgebung\, Germany","","2019-11-01",""
"-14540495988211367","-","Writing of a voice over","","","For the movie Les virtualités d'Eden","2017-01-01","2017-01-01"
"-7933966249127797935","","Interface Analyst","","","","1991-01-01",""
"-3133311198086085033","***","koch","","","","",""
"5628048871144416340","!","technician","","","","",""
"-3590225103630663628","-","ASSISTANTE COMMERCIALE","","","","",""
"-3962907419602899710","","Looking for new role","","Sheffield\, United Kingdom","","2020-01-01",""
"4349744628334439369",".","Ledig","","","","2016-09-01","2017-03-01"
"7912132220456858655","...","Renderista Presentacion y Diseñador industrial","","","","2014-04-01","2016-03-01"
"7330834272710944210","-","Property Developer","","","","2008-01-01","2008-09-01"
"-5829822954307281543","-","Voluntary work","","","Guide to the British heritage sites in Las Palmas: church\, club and cemetery. Searches for ancestors\, local history in regard to the British community.","",""
"-4087521641735333614",".","Financial Advisor","","Comunidad de Madrid\, Spain","Financial advice and review of the business plans strategy for entrepreneurs with little or no financial knowledge. Modelling of financial statements and design of tools to define the capital investment\, its structure and the working capital requirements that allow the optimal financial management of the project\, providing solid tools to guarantee its viability\, the search for strategic partners and the study of different financing alternatives.","2015-12-01",""
"7696618719855129072","---","事務員","","","","",""
"-3269872658252027264","-","Family commitments","","","","2017-09-01","2018-12-01"
"2063233839124063665","-","mathematics /geography teacher","","","","",""
"7005991104096410429","---","Therapeutic Massage","","","","2007-03-01",""
"-1381161872701106719",".................",".........","","","","2000-12-01",""
"-8495804858572419344",".","Full Time Father","","Newcastle Upon Tyne\, United Kingdom","","2016-01-01","2016-09-01"
"3674037373177708772",".","Sachbearbeitung","","","","2003-01-01",""
"4884191143541476545","-","-","","","","",""
"6977117186188538748","--","Traduzione","","","Traduttrice Freelance ENG/SPA>ITA; Insegnante lingue straniere e Italiano per stranieri.","2015-01-01",""
"730954268154650988","/","Verantwoordelijke sociale dienst","","Beschutte werkplaats","Gedurende tien jaar werkte ik op de sociale dienst van een beschutte werkplaats. Het begeleiden van doelgroepwerknemers gaande van sollicitatiegesprek\, aanwerving\, begeleiding op de werkvloer\, jaarlijkse evaluaties. Het begeleiden van stagairs op de werkvloer\, de evaluaties van stagairs. Het ondersteunen van de werkleiders op de werkvloer. Vertrouwenspersoon Interne auditor van het kwaliteitshandboek Helpen uitschrijven van beleidsteksten en deze implementeren","2002-01-01","2012-01-01"
"-330554702871816488",".",".","","","","",""
"6590908369253193681",".","Farming Apprenticeship","","Denmark","","1984-01-01","1986-01-01"
"1026747854017435579","-","-","","Vienna\, Austria","Looking for new challenges and curious what will come\,....top motivated anyway to spread my know how regarding the Institutional Financial Market in Austria and Impact Investing opportunities www.impact-investments.at coming soon....","2019-12-01","2020-09-01"
"4401034658928932511","-","Schaber","","","","2006-01-01",""
"610443866616727313",".....","......","","","","",""
"-717455253048063572","-","Private Tutor","","Milan\, Italy","Language tutor: Italian\, English\, French and Spanish.","2015-07-01","2019-05-01"
"6963948041042652543","-","Tour Guide","","Turkey","","2009-04-01","2014-02-01"
"-6333642204906491392",";","\,","","","","",""
"5977869531433980618","...","Presentations","","","Speaker\, Product Keynote\, MarkLogic User Conference\, 2011 Panelist\, “Scaling Up\, Scaling Out\,” Data 2.0 Conference\, 2011 Speaker\, \"The New Publishing: Anywhere\, Anytime\, Anyhow\,\" O'Reilly Tools of Change in New York City\, 2011 Speaker\, Community Keynote and Semantic Storage & Queries\, MarkLogic User Conference\, 2010 Speaker\, Keynote:\"The New Speed of Publishing\,\" RSuite User Conference\, 2009 Speaker\, Product Keynote and various track sessions\, MarkLogic User Conference\, 2009 Speaker\, \"MarkLogic and Dashlight\,\" MarkLogic User Conference\, 2007 Speaker\, “Packaged Application Data Access”\, Cognos Forum 2006 Speaker\, “Jini and JavaSpaces as an Enterprise Knowledge Base System”\, O’Reilly Enterprise Java 2001 Speaker\, “The Anatomy of Sparks.com”\, BEA Users Conference 2000 Speaker\, “Strategies for Development”\, CNET Builder.com 1999 Panelist\, “Web Application Servers”\, CNET Builder.com 1999 Speaker\, “J2EE in the Real World”\, JavaOne 1999 Panelist\, “The Art of ROI”\, JavaOne 1999","1995-01-01","1995-01-01"
"2108853488041004105","???","Maraîcher bio ; Technicien maintenance en informatique ; Berger ; Comptable","","","","",""
"8955218810145100855","'","'","","","","",""
"-6950487427336288099","-","Teknisk chef","","","Fødevarevirksomhed","1999-02-01","2020-02-01"
"1279977353226124427","...","Power BI Expert","","Sofia City\, Bulgaria","","2019-02-01",""
"7172240934094881720","...","Universalis Bodywork & Transformational Facilitator","","","I work a lot with Nature Elements\, Nature/ Organic Energies\, Archangelic Realms and Ascended Master Realms or whatever shows up for the person I'm working with\, to activate and transform\, bringing balance to life. Life is about balance and balance is non judgement\, you cannot have one thing and not want the other - it is all or nothing. When we resist or align with certain aspects of ourselves we disturb the balance. An imbalance can cause discomfort or dis-ease to the body temple or disharmony in the out-picturing world. Expansion of the soul is inevitable as the human soul is a seed for something greater\, as we expand\, our bodies expand and our world expands\, the old skins or shells fall off.","2011-01-01","2015-06-01"
"-4071822660634935595","-","Personal Project (React 16.8+\, Redux\, React Hooks\, Firebase)","","Los Angeles\, CA","Revised an existing web application\, previously based on KnockoutJS\, using the most modern versions of React\, Redux\, and React Hooks. >> Udacity Project: Neighborhood Art\, Museums\, and Attractions - an app to help users identify local art galleries\, museums\, and tourist attractions using the Google Maps API\, Google Places API\, and Firebase as a backend. It allows Users to add and delete their favorite places from Firebase's Realtime Database; also\, Firebase's Authentication API is used to restrict saving and data retrieval to logged-in Users. • Tech stack/technologies: React / Redux / Axios / Firebase / Google Maps API / Git / GitHub • Wrote CSS media queries to create a responsive layout that looked good on multiple devices • Applied most current React best practices using Hooks\, ES6\, and functional components • Integrated the Google Maps\, Firebase\, and Axios API's to asynchronously load external data and perform various CRUD operations • Repository: https://github.com/alexsales/neighborhood-map-touristy-things","2018-01-01","2019-01-01"
"1812055489435862603","- - -","Ingenieur system - Datacenter manager","","","","",""
"2459712659479599219","","Technicien chauffagiste","","","","",""
"-5910347374501171613","-","Vocal&Entertaining coach","","Tampere\, Finland","I give private and group guidance in vocal techniques and how to become a better performer.","2013-01-01",""
"1712297577790930137","-","-","","","","",""
"8477438799545420834","-","-","","","","",""
"7639105034203787740",".","Einzelhandelskaufkmann/Verkauf","","","","2011-09-01",""
"-8446194576710231","-","Fachkunde Strahlenschutz und Medizinphysikexperte im Bereich Röntgendiagnostik","","","","2018-01-01",""
"-7229726096969609241",".","Formadora","","","Formadora das seguintes áreas: - Igualdade de Género - Educação parental/familiar - Desenvolvimento infantil - Ação educativa - Tecnologias da Informação e Comunicação","2008-09-01",""
"-1654445428503062088","","Manager Human Resources / Personalleiterin","","","","1996-01-01","2012-01-01"
"8083183346129137640","??","Airliner","","","","1996-04-01",""
"-5696011244190249977",".....","ANALISTA PCP","","","","",""
"3822123379293531802","/","Social Media/Marketing","","","I specialize in social media marketing and Search Engine Optimization","2010-02-01",""
"8630882675983450767",".","Marketing Consultant","","London\, United Kingdom","","2020-02-01","2020-09-01"
"-2482642498465188604",".",".","","","","2019-01-01",""
"-720240105873501009","-","-","","","","",""
"81451519178154554","-.-","Owner","","","","",""
"-2782214867460441803","--","Rentier","","Innsbruck\, Austria","","2019-05-01",""
"3965183965426916599","-","Academic","","","","",""
"-6512322648986723397","**","Account Manager","","","","2008-05-01",""
"-6383239827869157881","-","Nordic Walking Trainer (self-employed)","","","Nordic Walking training\, presentations\, organization of courses\, advertising\, partnership activities with Intersport (equipment supplier)","2003-04-01","2004-07-01"
"-8952350768026446870","_","Freelance Branding & Packaging Graphic Designer","","Barcelona\, Spain","","2019-01-01",""
"1960500710939814420","*","Mortgage Loan Processor","","","","2018-01-01","2018-10-01"
"-9007616802809719788","...","Diseñador gráfico & web","","","","",""
"1159428226702184530","---","Ingeniero Industrial - Metalúrgico","","","","1995-01-01",""
"6096320731775765103","_","_","","","","2019-01-01",""
"5079611947430176867","-----","Privatier","","","","2013-12-01",""
"1996410717086881360","-","-","","","","2004-01-01","2018-01-01"
"-5471649591138759400","-","Pensioneret IT-udvikler","","","","2020-01-01",""
"-2303132992061357685","_","Manufacturing Engineer","","York\, PA","Analyze and interpret design specifications\, drawings\, documentation\, models\, and/or test results to ensure products conform to the technical data package. Troubleshoot and isolate system level problems discovered during production to determine the root cause\, including design defects and production/supplier defects\, and recommend changes/enhancements in designs\, tolerances\, or processing methods. Track corrective action implementation and drive closure to open items. Support investigation and resolution of supplier quality issues through root cause analysis\, test development\, etc. Apply basic lean/six sigma principles to drive improvements to production processes. Work with floor support engineers & manufacturing to develop/refine best practices. Provide technical guidance to specialized engineering groups and other technical personnel.","2019-04-01",""
"3573541606172736655","***","Bauleiter","","","","2019-01-01",""
"8028412650023523245","","Training Team Lead -- Consultant","","","","2008-12-01","2009-05-01"
"-8239878167410419233","..","Orlov / Career break","","","","2011-11-01","2012-09-01"
"-7850573253782807632","--","Freelance Interpreter / Translator","","","Dionis Club\, Expo-park\, European Adoption Consultants","2004-12-01","2005-12-01"
"-6180692022008458341",".",".","","","","",""
"7739820125642331595","-","Steuerrätin","","","","",""
"-3671316107745813796","@","Valve technician","","Peterhead\, United Kingdom","","2018-03-01",""
"-3001255511606351007","-","Freelance Art Director","","Helsinki\, Finland","","2015-01-01",""
"-1287269445344951596","*","Collaborateur de cabinet","","","","",""
"-7093928872678984940","-","Jurist","","","","2009-01-01","2012-01-01"
"-90647290291557960","-","Retraité","","","","2009-01-01","2009-01-01"
"7831903226602997718","-","Фрилансер","","Кировская область\, Russia","","2006-06-01",""
"6836798082872476038","-","Development of Interactive Art/Technology Installation","","","Developed an interactive art/technology installation with a team of three others\, which was accepted for exhibition in the Science Gallery in Dublin\, as well as at the 2009 International Symposium on Electronic Art (ISEA) in Belfast. Code and video available online - see development portfolio.","2009-01-01","2009-09-01"
